antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
Mocha,Espresso,0.2940020010612022,0.2939772911544049,0.06076099894210712,0.2066686577737222,0.70300891936981,1.0,-0.025668912923839583,0.8899468245693234,-0.374367641953613,0.11524827517808968,-0.12366264184821969,0.20667734341615987
Cappuccino,Matcha Latte,0.2942407164107978,0.294130624951049,0.06082939243413541,0.20673342960873495,0.7028626469723809,1.0,-0.025715813369816938,0.8898261963828793,-0.3746109456836155,0.11530721406663115,-0.12381496978283442,0.20677211919613897
Matcha Latte,Cappuccino,0.294130624951049,0.2942407164107978,0.06082939243413541,0.20681080878354302,0.7028626469723809,1.0,-0.025715813369816938,0.8897742069667264,-0.3745744042649638,0.11530721406663115,-0.12388063417688555,0.20677211919613897
Espresso,Americano,0.2939772911544049,0.29444038128268685,0.060826083071617916,0.20690742074927956,0.7027141448734626,1.0,-0.025732702624336502,0.889630841564418,-0.3746900819157988,0.11529009237007076,-0.12406174929985314,0.20674471075753206
Americano,Espresso,0.29444038128268685,0.2939772911544049,0.060826083071617916,0.20658200076578456,0.7027141448734625,1.0,-0.025732702624336502,0.8898496246959713,-0.37484382391700116,0.11529009237007076,-0.12378538153754119,0.20674471075753206
Cappuccino,Flat White,0.2942407164107978,0.29398788111446095,0.06078306135889044,0.20657596983970594,0.7026683176755775,1.0,-0.025720143396320998,0.8898295136623284,-0.37482892234549103,0.11524045079740342,-0.12381078020691384,0.20666479951586897
Flat White,Cappuccino,0.29398788111446095,0.2942407164107978,0.06078306135889044,0.20675362919203197,0.7026683176755775,1.0,-0.025720143396320998,0.8897100693575754,-0.3747449926168143,0.11524045079740342,-0.1239616527236346,0.20666479951586897
Cappuccino,Espresso,0.2942407164107978,0.2939772911544049,0.06076033706960361,0.20649873957203932,0.7024309216577567,1.0,-0.025739751688174176,0.8897562537768552,-0.3750951637527905,0.11519471697608116,-0.12390331144645501,0.20659125859485733
Espresso,Cappuccino,0.2939772911544049,0.2942407164107978,0.06076033706960361,0.2066837776176753,0.7024309216577567,1.0,-0.025739751688174176,0.8896317302951533,-0.37500769460877065,0.11519471697608116,-0.12406062637652292,0.20659125859485733
Hot Chocolate,Mocha,0.29381314677353704,0.2940020010612022,0.060673852395812994,0.20650489286164825,0.7023928140497937,1.0,-0.025707800693695604,0.889732012948256,-0.3749959389813342,0.11509978998191114,-0.12393393229311264,0.206438567914369
Mocha,Hot Chocolate,0.2940020010612022,0.29381314677353704,0.060673852395812994,0.20637224296708973,0.7023928140497936,1.0,-0.025707800693695604,0.8898212631405971,-0.375058627675087,0.11509978998191114,-0.12382120030547551,0.206438567914369
Mocha,Latte,0.2940020010612022,0.29411496063513287,0.06070782851765931,0.20648780722081478,0.7020649571001429,1.0,-0.025762558451106476,0.8895705016108019,-0.375426203215656,0.11510575888546985,-0.12413799489667923,0.20644815474160194
Latte,Mocha,0.29411496063513287,0.2940020010612022,0.06070782851765931,0.2064085022623891,0.7020649571001429,1.0,-0.025762558451106476,0.8896239450037876,-0.3754637239490598,0.11510575888546985,-0.12407046327394267,0.20644815474160194
Hot Chocolate,Americano,0.29381314677353704,0.29444038128268685,0.060731214679449634,0.2067001267518487,0.7020101178085342,1.0,-0.025779240282416648,0.8893983757093175,-0.3754249600307411,0.1151253949632901,-0.12435555012395319,0.20647996426601778
Americano,Hot Chocolate,0.29444038128268685,0.29381314677353704,0.060731214679449634,0.20625980178018688,0.7020101178085342,1.0,-0.025779240282416648,0.8896952111160387,-0.3756333414895832,0.1151253949632901,-0.12398042330203672,0.20647996426601778
