antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
Hot Chocolate,Cappuccino,0.2943473561993913,0.29411810133726857,0.06102327543636754,0.20731721943862236,0.7048774573751561,1.0,-0.025549610102642117,0.8904973287836859,-0.3723844215038439,0.11569661568092796,-0.1229679951605041,0.20739801773077432
Cappuccino,Hot Chocolate,0.29411810133726857,0.2943473561993913,0.06102327543636754,0.2074788160229263,0.7048774573751561,1.0,-0.025549610102642117,0.8903896300405039,-0.37230850708758717,0.11569661568092796,-0.12310382585487882,0.20739801773077432
Matcha Latte,Espresso,0.2935355865769182,0.29427410055528663,0.06087389570426255,0.2073816548587751,0.7047227549670596,1.0,-0.02550602501662852,0.8903729061670539,-0.3722895005682351,0.11552431376752849,-0.12312492111297199,0.20712143105606637
Espresso,Matcha Latte,0.29427410055528663,0.2935355865769182,0.06087389570426255,0.20686120725335763,0.7047227549670596,1.0,-0.02550602501662852,0.8907197830742751,-0.37253395261792654,0.11552431376752849,-0.1226875376547151,0.20712143105606637
Latte,Hot Chocolate,0.29421518713066025,0.2943473561993913,0.06102283413730667,0.20740885177421714,0.7046397645702587,1.0,-0.02557862834831235,0.8903110328448834,-0.37260766102433485,0.11567439014341767,-0.1232029741388452,0.20736228598348008
Hot Chocolate,Latte,0.2943473561993913,0.29421518713066025,0.06102283413730667,0.20731572019274302,0.7046397645702587,1.0,-0.02557862834831235,0.8903731672854078,-0.37265144342187767,0.11567439014341767,-0.12312459173587334,0.20736228598348008
Mocha,Flat White,0.293925915596259,0.2938294917514586,0.06085249269981029,0.20703343758023082,0.704604008080149,1.0,-0.025511609692420625,0.8905426050924946,-0.37255203099249345,0.1154909016596991,-0.12291090205183043,0.20706740789399125
Flat White,Mocha,0.2938294917514586,0.293925915596259,0.06085249269981029,0.20710137820775168,0.704604008080149,1.0,-0.025511609692420625,0.8904973031832855,-0.37252011108569105,0.1154909016596991,-0.12296802744407216,0.20706740789399125
Cappuccino,Americano,0.29411810133726857,0.2944956326838441,0.06102658517932408,0.2074900691315976,0.7045607679837773,1.0,-0.025589911157765807,0.8902151756547592,-0.3726642331487735,0.11567109872424997,-0.12332391914628209,0.20735707224385697
Americano,Cappuccino,0.2944956326838441,0.29411810133726857,0.06102658517932408,0.20722407535611637,0.7045607679837772,1.0,-0.025589911157765807,0.8903927033099734,-0.3727893121698697,0.11567109872424997,-0.12309994936230818,0.20735707224385697
Espresso,Flat White,0.29427410055528663,0.2938294917514586,0.06091140612443663,0.20698867487658135,0.7044516656335734,1.0,-0.025555003277340865,0.8904923370906942,-0.3728384450743675,0.11553928096986785,-0.12297429000576877,0.20714527758278733
Flat White,Espresso,0.2938294917514586,0.29427410055528663,0.06091140612443663,0.20730188028899332,0.7044516656335733,1.0,-0.025555003277340865,0.8902833019233087,-0.372691189902527,0.11553928096986785,-0.12323796014107702,0.20714527758278733
Latte,Cappuccino,0.29421518713066025,0.29411810133726857,0.060956418628645516,0.20718311390762748,0.7044214992740221,1.0,-0.02557759359481345,0.8903467005374653,-0.3728528050566602,0.11558417161378697,-0.12315797811834583,0.20721730856769704
Cappuccino,Latte,0.29411810133726857,0.29421518713066025,0.060956418628645516,0.20725150322776664,0.704421499274022,1.0,-0.02557759359481345,0.8903010421880632,-0.37282064233371986,0.11558417161378697,-0.12321557834228006,0.20721730856769704
Americano,Flat White,0.2944956326838441,0.2938294917514586,0.06095266758662811,0.20697307811034288,0.7043985846234083,1.0,-0.025578834487890043,0.8904748234345555,-0.3729714794617718,0.11557802610862933,-0.12299637640849487,0.2072076924753089
Flat White,Americano,0.2938294917514586,0.2944956326838441,0.06095266758662811,0.20744230684027493,0.7043985846234083,1.0,-0.025578834487890043,0.890161528182876,-0.3727507947299197,0.11557802610862933,-0.12339161864402491,0.2072076924753089
Matcha Latte,Latte,0.2935355865769182,0.29421518713066025,0.06082248436367103,0.2072065096874824,0.7042685719532978,1.0,-0.025540143170565084,0.890250514785535,-0.3727994766402108,0.11542839052995757,-0.12327932800005653,0.2069671990317411
Latte,Matcha Latte,0.29421518713066025,0.2935355865769182,0.06082248436367103,0.2067278883759998,0.7042685719532978,1.0,-0.025540143170565084,0.8905700869488475,-0.373024541271303,0.11542839052995757,-0.12287625045443257,0.2069671990317411
Americano,Hot Chocolate,0.2944956326838441,0.2943473561993913,0.06104622298753286,0.20729075820648604,0.7042385597853544,1.0,-0.025637787905223697,0.8901783990862291,-0.3731512007438473,0.11566236652461062,-0.12337032782024722,0.2073429692154166
Hot Chocolate,Americano,0.2943473561993913,0.2944956326838441,0.06104622298753286,0.20739518022434714,0.7042385597853544,1.0,-0.025637787905223697,0.8901086010502045,-0.37310204627548155,0.11566236652461062,-0.12345841711914572,0.2073429692154166
Cappuccino,Matcha Latte,0.29411810133726857,0.2935355865769182,0.06078872498551436,0.20668134572175562,0.7041100131400823,1.0,-0.025545404413410237,0.8905178387186898,-0.3731704060853829,0.11537818845954274,-0.12294213155666485,0.2068864229595379
Matcha Latte,Cappuccino,0.2935355865769182,0.29411810133726857,0.06078872498551436,0.20709150019732023,0.7041100131400823,1.0,-0.025545404413410237,0.8902438286869098,-0.3729774728783055,0.11537818845954274,-0.1232877642914731,0.2068864229595379
Mocha,Hot Chocolate,0.293925915596259,0.2943473561993913,0.06090147689556702,0.20720009248596571,0.7039305369048673,1.0,-0.02561483927867725,0.8900765970234642,-0.3733082116219557,0.11548110362463643,-0.12349881273604375,0.2070517600309475
Hot Chocolate,Mocha,0.2943473561993913,0.293925915596259,0.06090147689556702,0.2069034275759293,0.7039305369048673,1.0,-0.02561483927867725,0.8902750420994145,-0.37344790317081566,0.11548110362463643,-0.12324838135621091,0.2070517600309475
Matcha Latte,Americano,0.2935355865769182,0.2944956326838441,0.06084190152234937,0.207272658936726,0.7038225220787693,1.0,-0.025603046761843447,0.8899710288406009,-0.3733001536655629,0.11540806969184195,-0.12363208193724914,0.20693480790058175
Americano,Matcha Latte,0.2944956326838441,0.2935355865769182,0.06084190152234937,0.2065969568644375,0.7038225220787693,1.0,-0.025603046761843447,0.8904231204245252,-0.3736183459043711,0.11540806969184195,-0.12306158393914117,0.20693480790058175
Mocha,Latte,0.293925915596259,0.29421518713066025,0.06083947437751458,0.20698914641158958,0.7035297818248458,1.0,-0.025637993882189417,0.8900064982410155,-0.3737580045929391,0.11537888583420164,-0.12358730186394448,0.20688739084184687
Latte,Mocha,0.29421518713066025,0.293925915596259,0.06083947437751458,0.20678563527210414,0.7035297818248457,1.0,-0.025637993882189417,0.8901428362885896,-0.37385392246980337,0.11537888583420164,-0.1234152084731198,0.20688739084184687
Americano,Latte,0.2944956326838441,0.29421518713066025,0.06090324209181051,0.20680524711615403,0.7029047315097039,1.0,-0.025741845587428876,0.8898001534973513,-0.3746483704464906,0.11538910137400228,-0.123847861870454,0.20690381036928593
Latte,Americano,0.29421518713066025,0.2944956326838441,0.06090324209181051,0.20700237362241783,0.7029047315097039,1.0,-0.025741845587428876,0.8896676911113894,-0.3745552620086511,0.11538910137400228,-0.12401519127977012,0.20690381036928593
Matcha Latte,Flat White,0.2935355865769182,0.2938294917514586,0.0606241204358093,0.20653073497077784,0.7028931430255336,1.0,-0.02562529177905285,0.8899784016492868,-0.3743428219006146,0.11509285451877471,-0.12362277348172036,0.20642744300483573
Flat White,Matcha Latte,0.2938294917514586,0.2935355865769182,0.0606241204358093,0.20632415103889365,0.7028931430255335,1.0,-0.02562529177905285,0.8901170601925442,-0.37444028403989227,0.11509285451877471,-0.1234477404395401,0.20642744300483573
Cappuccino,Flat White,0.29411810133726857,0.2938294917514586,0.06073753429445327,0.2065072976409733,0.7028133779561226,1.0,-0.025683037936380347,0.8899521144291821,-0.374625512879792,0.11520556802986578,-0.12365596281705901,0.2066087169799301
Flat White,Cappuccino,0.2938294917514586,0.29411810133726857,0.06073753429445327,0.2067101363188869,0.7028133779561226,1.0,-0.025683037936380347,0.8898158554392951,-0.37452974823883267,0.11520556802986578,-0.12382803013361442,0.2066087169799301
Espresso,Latte,0.29427410055528663,0.29421518713066025,0.06083108969535802,0.20671574420097294,0.7026005224848266,1.0,-0.025748819867222363,0.8896997611006986,-0.37491604565706765,0.1152850271767084,-0.12397467519024934,0.20673644050243487
Latte,Espresso,0.29421518713066025,0.29427410055528663,0.06083108969535802,0.2067571368038968,0.7026005224848266,1.0,-0.025748819867222363,0.8896719178805215,-0.37489648299602374,0.1152850271767084,-0.12400985116211671,0.20673644050243487
Mocha,Americano,0.293925915596259,0.2944956326838441,0.060773500167914295,0.20676468777728899,0.7020976368748439,1.0,-0.025786398307784168,0.8894011101690293,-0.37536430102774127,0.11517810098103991,-0.12435209329787249,0.20656468926684862
Americano,Mocha,0.2944956326838441,0.293925915596259,0.060773500167914295,0.2063646907564083,0.7020976368748439,1.0,-0.025786398307784168,0.8896707041382713,-0.3755535823164617,0.11517810098103991,-0.12401138460391681,0.20656468926684862
Hot Chocolate,Espresso,0.2943473561993913,0.29427410055528663,0.06081034863949706,0.20659383330184916,0.7020455857719474,1.0,-0.02580845485690538,0.8894888003979993,-0.37556265815972906,0.11521233203418449,-0.1242412490776192,0.20661954770263743
Espresso,Hot Chocolate,0.29427410055528663,0.2943473561993913,0.06081034863949706,0.2066452621034257,0.7020455857719474,1.0,-0.02580845485690538,0.8894541244834681,-0.3755383140869996,0.11521233203418449,-0.12428507831219425,0.20661954770263743
